"","player","type","duel_outcome","interception_outcome","spad_x","spad_y"
"311","Iqraam Rayners","Ball Receipt*","","",87.8366666666667,32.5125
"312","Iqraam Rayners","Ball Receipt*","","",78.4766666666667,52.9975
"313","Iqraam Rayners","Ball Receipt*","","",95.7233333333333,35.9975
"314","Iqraam Rayners","Ball Receipt*","","",75.7033333333333,61.4125
"315","Iqraam Rayners","Ball Receipt*","","",61.8366666666667,48.5775
"316","Iqraam Rayners","Ball Receipt*","","",49.3566666666667,58.1825
"317","Iqraam Rayners","Duel","","",49.0966666666667,57.1625
"318","Iqraam Rayners","Duel","","",91.0433333333333,31.5775
"319","Iqraam Rayners","Duel","","",76.9166666666667,61.2425
"320","Iqraam Rayners","Pressure","","",92.3433333333333,27.2425
"321","Iqraam Rayners","Pressure","","",75.4433333333333,28.4325
"322","Iqraam Rayners","Pressure","","",72.41,61.9225
"323","Iqraam Rayners","Pressure","","",91.7366666666667,36.1675
"324","Iqraam Rayners","Pressure","","",76.6566666666667,28.0925
"325","Iqraam Rayners","Pressure","","",88.4433333333333,21.8025
"326","Iqraam Rayners","Pressure","","",68.4233333333333,17.0425
"327","Iqraam Rayners","Pressure","","",98.4966666666667,45.2625
"328","Iqraam Rayners","Pressure","","",98.2366666666667,31.9175
"329","Iqraam Rayners","Pressure","","",85.0633333333333,32.7675
"330","Iqraam Rayners","Pressure","","",76.31,19.4225
"331","Iqraam Rayners","Ball Recovery","","",76.2233333333333,42.1175
"332","Iqraam Rayners","Ball Recovery","","",30.81,47.5575
"333","Iqraam Rayners","Carry","","",92.95,10.1575
"334","Iqraam Rayners","Carry","","",101.963333333333,7.6075
"335","Iqraam Rayners","Carry","","",81.6833333333333,45.7725
"336","Iqraam Rayners","Carry","","",75.0966666666667,20.6125
"337","Iqraam Rayners","Carry","","",98.5833333333333,19.8475
"338","Iqraam Rayners","Carry","","",75.4433333333333,48.8325
"339","Iqraam Rayners","Carry","","",97.7166666666667,49.6825
"340","Iqraam Rayners","Carry","","",72.7566666666667,55.8875
"341","Iqraam Rayners","Carry","","",69.29,66.2575
"342","Iqraam Rayners","Carry","","",80.5566666666667,42.8825
"343","Iqraam Rayners","Carry","","",78.7366666666667,63.8775
"344","Iqraam Rayners","Carry","","",80.2966666666667,55.2925
"345","Iqraam Rayners","Carry","","",92.0833333333333,45.6025
"346","Iqraam Rayners","Carry","","",80.8166666666667,51.2125
"347","Iqraam Rayners","Carry","","",69.9833333333333,35.5725
"348","Iqraam Rayners","Carry","","",81.51,15.9375
"349","Iqraam Rayners","Carry","","",47.8833333333333,64.5575
"350","Iqraam Rayners","Carry","","",85.67,44.1575
"351","Iqraam Rayners","Carry","","",76.2233333333333,42.1175
"352","Iqraam Rayners","Carry","","",74.49,56.3125
"353","Iqraam Rayners","Carry","","",96.85,33.2775
"354","Iqraam Rayners","Carry","","",80.3833333333333,29.4525
"355","Iqraam Rayners","Carry","","",81.25,17.3825
"356","Iqraam Rayners","Carry","","",79.8633333333333,33.7875
"357","Iqraam Rayners","Carry","","",56.2033333333333,62.7725
"358","Iqraam Rayners","Carry","","",30.81,47.5575
"359","Iqraam Rayners","Carry","","",89.83,45.1775
"360","Iqraam Rayners","Carry","","",93.21,39.7375
"361","Iqraam Rayners","Carry","","",87.8366666666667,32.5125
"362","Iqraam Rayners","Carry","","",78.4766666666667,52.9975
"363","Iqraam Rayners","Dispossessed","","",74.1433333333333,20.4425
"364","Iqraam Rayners","Miscontrol","","",70.33,49.6825
"365","Iqraam Rayners","Miscontrol","","",74.75,6.2475
"366","Iqraam Rayners","Miscontrol","","",86.8833333333333,45.8575
"367","Iqraam Rayners","Miscontrol","","",47.5366666666667,64.7275
"368","Iqraam Rayners","Miscontrol","","",97.1966666666667,34.3825
"369","Iqraam Rayners","Dribble","","",100.75,18.6575
"370","Iqraam Rayners","Dribble","","",93.21,39.7375
"371","Iqraam Rayners","Dribble","","",80.73,51.1275
"372","Iqraam Rayners","Shot","","",91.4766666666667,28.0925
"373","Iqraam Rayners","Shot","","",89.05,35.2325
"374","Iqraam Rayners","Shot","","",90.1766666666667,41.8625
"375","Iqraam Rayners","Shot","","",87.5766666666667,51.8925
"376","Iqraam Rayners","Shot","","",77.6966666666667,45.7725
"377","Iqraam Rayners","Shot","","",97.1966666666667,40.6725
"378","Iqraam Rayners","Shot","","",97.4566666666667,25.1175
"379","Iqraam Rayners","Foul Committed","","",63.05,62.6875
"380","Iqraam Rayners","Substitution","","",NA,NA
"381","Ashley Du Preez","Pass","","",22.23,2.9325
"382","Ashley Du Preez","Pass","","",34.7966666666667,7.77749999999999
"383","Ashley Du Preez","Pass","","",43.81,4.46250000000001
"384","Ashley Du Preez","Pass","","",103.956666666667,0.042500000000004
"385","Ashley Du Preez","Pass","","",62.8766666666667,5.8225
"386","Ashley Du Preez","Pass","","",70.1566666666667,4.6325
"387","Ashley Du Preez","Pass","","",34.7966666666667,12.4525
"388","Ashley Du Preez","Pass","","",68.4233333333333,21.2075
"389","Ashley Du Preez","Pass","","",103.956666666667,67.9575
