"","X50_50","bad_behaviour_card","ball_receipt_outcome","ball_recovery_recovery_failure","block_deflection","block_save_block","carry_end_location","clearance_aerial_won","clearance_body_part","clearance_head","clearance_left_foot","clearance_other","clearance_right_foot","counterpress","dribble_nutmeg","dribble_outcome","dribble_overrun","duel_outcome","duel_type","duration","foul_committed_advantage","foul_committed_card","foul_committed_offensive","foul_committed_type","foul_won_advantage","foul_won_defensive","goalkeeper_body_part","goalkeeper_end_location","goalkeeper_outcome","goalkeeper_position","goalkeeper_technique","goalkeeper_type","id","index","interception_outcome","location","match_id","minute","miscontrol_aerial_won","obv_against_after","obv_against_before","obv_against_net","obv_for_after","obv_for_before","obv_for_net","obv_total_net","off_camera","out","pass_aerial_won","pass_angle","pass_assisted_shot_id","pass_body_part","pass_cross","pass_end_location","pass_goal_assist","pass_height","pass_inswinging","pass_length","pass_outcome","pass_outswinging","pass_pass_cluster_id","pass_pass_cluster_label","pass_pass_cluster_probability","pass_pass_success_probability","pass_recipient","pass_shot_assist","pass_straight","pass_switch","pass_technique","pass_through_ball","pass_type","period","play_pattern","player","player_id","position","possession","possession_team","possession_team_id","related_events","second","shot_aerial_won","shot_body_part","shot_end_location","shot_first_time","shot_freeze_frame","shot_gk_positioning_xg_suppression","shot_gk_save_difficulty_xg","shot_gk_shot_stopping_xg_suppression","shot_key_pass_id","shot_outcome","shot_shot_execution_xg","shot_shot_execution_xg_uplift","shot_shot_shot_assist","shot_statsbomb_xg","shot_technique","shot_type","substitution_outcome","substitution_replacement","tactics","team","team_id","timestamp","type","under_pressure","injury_stoppage_in_chain","pass_cut_back","pass_deflected","pass_miscommunication","pass_no_touch","shot_one_on_one","block_offensive","goalkeeper_punched_out","goalkeeper_shot_saved_off_target","shot_saved_off_target","shot_deflected","shot_open_goal","shot_shot_goal_assist","ball_recovery_offensive","foul_committed_penalty","goalkeeper_shot_saved_to_post","shot_saved_to_post","foul_won_penalty","half_start_late_video_start","shot_redirect","dribble_no_touch","goalkeeper_lost_out","goalkeeper_success_in_play","player_off_permanent","goalkeeper_success_out","shot_follows_dribble","goalkeeper_lost_in_play","shot_kick_off","spad_x","spad_y"
"17","","","","","","","","","","","","","","","","","","","",0.1558,"","","","","","","","","","","","","781fb072-23a7-415e-a9f6-6f1e68449339",1883,"","[101.1, 19.0, 0.0]",3901927,47,"",0.009128855,0.009128855,0,0.00949692,0.036800005,-0.027303085,-0.027303085,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Corner","Iqraam Rayners",66719,"Right Center Forward",96,"Stellenbosch FC",3710,"['44ce0165-0fd4-43c8-9817-8fbb697bda06', '90b3e4a4-6307-4a1a-9daf-fa5b61d9a9cd']",59,"","Right Foot","[102.7, 21.0]","True","[{'location': [112.9, 36.2], 'player': {'id': 69116, 'name': 'Sera Motebang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.5, 41.2], 'player': {'id': 65285, 'name': 'Mxolisi Macuphu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.7, 41.8], 'player': {'id': 69124, 'name': 'Shadrack Kobedi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 38.3], 'player': {'id': 316800, 'name': 'Mlungisi Mxolisi Sikakane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 46.6], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 31.9], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 40.0], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 34.6], 'player': {'id': 140925, 'name': 'Mfundo Langa Thikazi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.8, 19.0], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 21.7], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 42.6], 'player': {'id': 304401, 'name': 'Ismaël Olivier Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.5, 42.2], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 39.7], 'player': {'id': 64606, 'name': 'Andre Ernest De Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.8, 37.1], 'player': {'id': 262048, 'name': 'Thabo Brendon Moloisane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.3, 49.6], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.3, 48.1], 'player': {'id': 74483, 'name': 'Devon Titus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.1, 10.2], 'player': {'id': 65785, 'name': 'Fawaaz Basadien'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",-0.0077683497,NA,NA,"3f795f23-a3ef-4b62-ac34-82e93c9e3e62","Blocked",0.0060018091,-0.0034951107,"",0.00949692,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:02:59.016","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87.1866666666667,51.8925
"320","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","b173da13-a4b3-4f26-b1a1-efe72069abf4",1894,"","[88.0, 30.5]",3901927,48,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Corner","Iqraam Rayners",66719,"Right Center Forward",96,"Stellenbosch FC",3710,"",6,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:03:06.943","Ball Recovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",75.8333333333333,42.5
"420","","","","","","","[89.7, 26.2]","","","","","","","","","","","","",1.222132,"","","","","","","","","","","","","b8e6febc-c160-469f-ae43-3ab87fbb4ed6",1895,"","[88.0, 30.5]",3901927,48,"",0.009134761,0.005380233,0.0037545282,0.031427763,0.014927348,0.016500415,0.012745887,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Corner","Iqraam Rayners",66719,"Right Center Forward",96,"Stellenbosch FC",3710,"['61630e29-2114-4080-a5fc-9a8738245f4d', 'b173da13-a4b3-4f26-b1a1-efe72069abf4', 'eb8d559b-a3b9-44a1-b740-14234eb5065a']",6,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:03:06.943","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",75.8333333333333,42.5
"18","","","","","","","","","","","","","","","","","","","",0.53785,"","","","","","","","","","","","","eb8d559b-a3b9-44a1-b740-14234eb5065a",1897,"","[89.7, 26.2, 0.0]",3901927,48,"",0.009134761,0.009134761,0,0.009520818,0.031427763,-0.021906946,-0.021906946,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Corner","Iqraam Rayners",66719,"Right Center Forward",96,"Stellenbosch FC",3710,"['61630e29-2114-4080-a5fc-9a8738245f4d', '7f385e81-e2c3-4c33-aa2e-60efa2f57603', '9f9650b8-f994-4551-b31e-3e65d4f8cfe6']",8,"","Right Foot","[106.1, 33.7]","","[{'location': [107.6, 47.3], 'player': {'id': 65285, 'name': 'Mxolisi Macuphu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.0, 38.5], 'player': {'id': 69124, 'name': 'Shadrack Kobedi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 34.8], 'player': {'id': 140925, 'name': 'Mfundo Langa Thikazi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.1, 44.0], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 36.9], 'player': {'id': 316800, 'name': 'Mlungisi Mxolisi Sikakane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 33.7], 'player': {'id': 69116, 'name': 'Sera Motebang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.7, 29.9], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 30.3], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 25.5], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.5, 29.3], 'player': {'id': 385865, 'name': 'Hopewell Cele'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.8, 40.0], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 50.0], 'player': {'id': 74483, 'name': 'Devon Titus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 55.1], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.4, 48.6], 'player': {'id': 304401, 'name': 'Ismaël Olivier Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.2, 42.8], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.2, 37.9], 'player': {'id': 262048, 'name': 'Thabo Brendon Moloisane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.5, 35.6], 'player': {'id': 64606, 'name': 'Andre Ernest De Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.2, 23.9], 'player': {'id': 65785, 'name': 'Fawaaz Basadien'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.0, 26.9], 'player': {'id': 68032, 'name': 'Sibongiseni Mthethwa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",-0.0069142263,NA,NA,"","Blocked",0.0092255613,-0.0002952563,"",0.009520818,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:03:08.165","Shot","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",77.3066666666667,45.7725
"122","","","","","","","[107.6, 33.3]","","","","","","","","","","","","",2.015887,"","","","","","","","","","","","","a83b14bf-b310-459d-ba35-371134091ffa",2594,"","[103.7, 26.9]",3901927,71,"",0.009361585,0.008704284,0.0006573005,0.12122091,0.06742182,0.053799093,0.05314179,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Throw In","Iqraam Rayners",66719,"Right Center Forward",144,"Stellenbosch FC",3710,"['13d590c2-8487-44ed-b8c1-05f8b72d6dc3', '26453cd9-85ac-4cea-9659-0bf0fcbfe032', '3affce1f-8323-47c2-926f-51259fc26490']",35,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:26:35.766","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.44,45.56
"321","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","f89e3d9f-4fda-443d-8055-7b4e0a09c154",2596,"","[12.5, 46.8]",3901927,71,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Throw In","Mlungisi Mxolisi Sikakane",316800,"Right Center Back",144,"Stellenbosch FC",3710,"['13d590c2-8487-44ed-b8c1-05f8b72d6dc3', '9cbbda63-bce1-418d-8e42-c3a9c03098d9']",37,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Royal AM FC",5599,"00:26:37.782","Dribbled Past","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10.4,28.645
"421","","","","","","","","","","","","","","","","Complete","","","",0,"","","","","","","","","","","","","13d590c2-8487-44ed-b8c1-05f8b72d6dc3",2597,"","[107.6, 33.3]",3901927,71,"",0.009361585,0.009361585,0,0.12122091,0.12122091,0,0,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Throw In","Iqraam Rayners",66719,"Right Center Forward",144,"Stellenbosch FC",3710,"['3affce1f-8323-47c2-926f-51259fc26490', 'f89e3d9f-4fda-443d-8055-7b4e0a09c154']",37,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:26:37.782","Dribble","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.82,40.12
"521","","","","","","","[112.2, 32.2]","","","","","","","","","","","","",0.705939,"","","","","","","","","","","","","9cbbda63-bce1-418d-8e42-c3a9c03098d9",2598,"","[107.6, 33.3]",3901927,71,"",0.008973319,0.009361585,-0.0003882656,0.14759926,0.12122091,0.026378356,0.02676662,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Throw In","Iqraam Rayners",66719,"Right Center Forward",144,"Stellenbosch FC",3710,"['13d590c2-8487-44ed-b8c1-05f8b72d6dc3', '3affce1f-8323-47c2-926f-51259fc26490', 'ae337abc-015a-477f-8a0b-deded387800c', 'f89e3d9f-4fda-443d-8055-7b4e0a09c154']",37,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:26:37.782","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.82,40.12
"19","","","","","","","","","","","","","","","","","","","",1.367136,"","","","","","","","","","","","","ae337abc-015a-477f-8a0b-deded387800c",2599,"","[112.2, 32.2, 0.0]",3901927,71,"",0.008973319,0.008973319,0,0.86987567,0.14759926,0.7222764,0.7222764,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Throw In","Iqraam Rayners",66719,"Right Center Forward",144,"Stellenbosch FC",3710,"['3affce1f-8323-47c2-926f-51259fc26490', 'fb89d5f1-0f17-48b0-8f7c-dc8883efe135']",38,"","Left Foot","[120.0, 43.5, 0.9]","","[{'location': [117.8, 36.8], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.3, 35.4], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 44.5], 'player': {'id': 137094, 'name': 'Sikhethele Wandile Mabuza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 37.9], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 32.6], 'player': {'id': 316800, 'name': 'Mlungisi Mxolisi Sikakane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 26.6], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.3, 38.1], 'player': {'id': 64606, 'name': 'Andre Ernest De Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",0.0305595696,0.8799576,-0.1200423837,"cbe5ea3e-2000-46f3-9066-4200764ef48e","Goal",0.8698756695,0.473374784,"",0.3965009,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:26:38.488","Shot","True","","","","","","True","","","","","","","","","","","","","","","","","","","","","","",96.8066666666667,40.6725
"222","","","","","","","","","","","","","","","","","","","",2.084216,"","","","","","","","","","","","","aa11deb9-a271-496b-9c69-467ef2b724e8",2635,"","[83.2, 38.1]",3901927,73,"",0.009418839,0.009437418,-1.8579e-05,0.089359626,0.027490731,0.061868895,0.061887473,"","","True",0.20056345,"3ce9ea23-2377-47a4-9853-ffa72f58d9c1","","","[101.4, 41.8]","","Low Pass","",18.57229,"","",2,"Attacking third - Center - To right - Short - Ground Pass",0.7052183371,0.2309865654,"Iqraam Rayners","True","","","","","",2,"From Counter","Andre Ernest De Jong",64606,"Left Center Forward",148,"Stellenbosch FC",3710,"['0abe7294-85f4-4ff7-b1d8-c995ed33bce4', '3ec9791c-6397-4447-87d5-773204ac86ff']",44,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:28:44.239","Pass","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",71.6733333333333,36.04
"422","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","0abe7294-85f4-4ff7-b1d8-c995ed33bce4",2637,"","[101.4, 41.8]",3901927,73,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Counter","Iqraam Rayners",66719,"Right Center Forward",148,"Stellenbosch FC",3710,"['114936ae-b42c-4e9d-9ac8-5aa750a73065', 'aa11deb9-a271-496b-9c69-467ef2b724e8']",46,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:28:46.324","Ball Receipt*","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87.4466666666667,32.895
"522","","","","","","","[112.5, 50.5]","","","","","","","","","","","","",2.079632,"","","","","","","","","","","","","6e8e98a4-9fbd-4762-aa1c-ba660aa35255",2638,"","[101.4, 41.8]",3901927,73,"",0.008447684,0.009418839,-0.0009711543,0.15796065,0.089359626,0.06860103,0.06957218,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Counter","Iqraam Rayners",66719,"Right Center Forward",148,"Stellenbosch FC",3710,"['0abe7294-85f4-4ff7-b1d8-c995ed33bce4', '114936ae-b42c-4e9d-9ac8-5aa750a73065', '3ce9ea23-2377-47a4-9853-ffa72f58d9c1']",46,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:28:46.324","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87.4466666666667,32.895
"20","","","","","","","","","","","","","","","","","","","",0.365872,"","","","","","","","","","","","","3ce9ea23-2377-47a4-9853-ffa72f58d9c1",2639,"","[112.5, 50.5, 0.0]",3901927,73,"",0.008447684,0.008447684,0,0.3807632,0.15796065,0.22280255,0.22280255,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Counter","Iqraam Rayners",66719,"Right Center Forward",148,"Stellenbosch FC",3710,"['f3ea3200-919e-4131-8d46-86818169ddaa']",48,"","Right Foot","[116.8, 46.1, 0.2]","","[{'location': [113.1, 48.4], 'player': {'id': 316800, 'name': 'Mlungisi Mxolisi Sikakane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 42.9], 'player': {'id': 137094, 'name': 'Sikhethele Wandile Mabuza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 46.3], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 38.3], 'player': {'id': 69124, 'name': 'Shadrack Kobedi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 40.6], 'player': {'id': 123370, 'name': 'Antonio Van Wyk'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",-0.0004821047,0.4536844,0.4536843896,"aa11deb9-a271-496b-9c69-467ef2b724e8","Saved",0.3807632029,0.235651955,"",0.14511125,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:28:48.403","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",97.0666666666667,25.1175
"21","","","","","","","","","","","","","","","","","","","",1.167466,"","","","","","","","","","","","","5d55b38d-7fc9-4607-98d6-a5247fe6ffd3",566,"","[90.7, 28.3, 0.0]",3902065,13,"",0.008127115,0.008127115,0,0,0.042338423,-0.042338423,-0.042338423,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Free Kick","Iqraam Rayners",66719,"Center Forward",29,"Stellenbosch FC",3710,"['3c249e4d-d7d6-4e9a-a670-90c883092228']",8,"","Right Foot","[120.0, 34.9, 2.2]","","[{'location': [105.6, 41.3], 'player': {'id': 65839, 'name': 'Thabiso Simon Kutumela'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [104.6, 42.4], 'player': {'id': 134850, 'name': 'Relebogile Mokhuoane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 45.2], 'player': {'id': 65770, 'name': 'Marc van Heerden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 39.1], 'player': {'id': 396731, 'name': 'Luyolo Slatsha'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 36.0], 'player': {'id': 426164, 'name': 'Heaven Sereets'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.1, 33.9], 'player': {'id': 65745, 'name': 'Thamsanqa Innocent Mkhize'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.1, 34.5], 'player': {'id': 128871, 'name': 'Khanyisa Mayo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.1, 33.1], 'player': {'id': 65753, 'name': 'Keanu Grégory Cupido'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.2, 20.9], 'player': {'id': 200948, 'name': 'Jaeden Rhodes'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 32.3], 'player': {'id': 73784, 'name': 'Taahir Goedeman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 40.5], 'player': {'id': 65278, 'name': 'Sihle Nduli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.8, 38.9], 'player': {'id': 67996, 'name': 'Darrel Matsheke'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.7, 40.1], 'player': {'id': 165600, 'name': 'Athenkosi Mcaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.9, 35.1], 'player': {'id': 262048, 'name': 'Thabo Brendon Moloisane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.9, 46.3], 'player': {'id': 404690, 'name': 'Anicet Alain Oura'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.7, 40.4], 'player': {'id': 43890, 'name': 'Darren Keet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 31.3], 'player': {'id': 65785, 'name': 'Fawaaz Basadien'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.1, 16.3], 'player': {'id': 123370, 'name': 'Antonio Van Wyk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",-0.0074485242,NA,NA,"","Off T",0,-0.0317638852,"",0.031763885,"Normal","Free Kick","","","","Stellenbosch FC",3710,"00:13:08.402","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",78.1733333333333,43.9875
"224","","","","","","","","","","","","","","","","","","","",0.397463,"","","","","","","","","","","","","a0179919-55f6-4dbb-b6cf-48409edb2541",850,"","[103.4, 54.2]",3902065,23,"",0.008852805,0.008829293,2.35122e-05,0.10022325,0.05911922,0.04110403,0.04108052,"","","",-1.6440594,"2999b8d8-38e0-42d7-b181-447ac614fd54","Right Foot","","[102.6, 43.3]","","Ground Pass","",10.929318,"","",31,"Attacking third - Right - To left - Short - Ground Pass",0.8424155219,0.777366519,"Iqraam Rayners","True","","","","","",1,"From Throw In","Devon Titus",74483,"Right Wing",48,"Stellenbosch FC",3710,"['179a82b7-36a2-4a45-a900-032b59a8eec5']",19,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:23:19.723","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.18,22.355
"324","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","179a82b7-36a2-4a45-a900-032b59a8eec5",851,"","[102.6, 43.3]",3902065,23,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",48,"Stellenbosch FC",3710,"['a0179919-55f6-4dbb-b6cf-48409edb2541']",20,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:23:20.120","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",88.4866666666667,31.62
"424","","","","","","","[102.9, 41.0]","","","","","","","","","","","","",1.742504,"","","","","","","","","","","","","2e84582e-d4d1-438d-b16c-448ec41d6b17",852,"","[102.6, 43.3]",3902065,23,"",0.0094435485,0.008852805,0.0005907435,0.10541415,0.10022325,0.0051909015,0.004600158,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",48,"Stellenbosch FC",3710,"['179a82b7-36a2-4a45-a900-032b59a8eec5', '2999b8d8-38e0-42d7-b181-447ac614fd54', '9db73200-70d2-4c7a-9c83-43045ece37c2']",20,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:23:20.120","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",88.4866666666667,31.62
