"","X50_50","bad_behaviour_card","ball_receipt_outcome","ball_recovery_recovery_failure","block_deflection","block_save_block","carry_end_location","clearance_aerial_won","clearance_body_part","clearance_head","clearance_left_foot","clearance_other","clearance_right_foot","counterpress","dribble_nutmeg","dribble_outcome","dribble_overrun","duel_outcome","duel_type","duration","foul_committed_advantage","foul_committed_card","foul_committed_offensive","foul_committed_type","foul_won_advantage","foul_won_defensive","goalkeeper_body_part","goalkeeper_end_location","goalkeeper_outcome","goalkeeper_position","goalkeeper_technique","goalkeeper_type","id","index","interception_outcome","location","match_id","minute","miscontrol_aerial_won","obv_against_after","obv_against_before","obv_against_net","obv_for_after","obv_for_before","obv_for_net","obv_total_net","off_camera","out","pass_aerial_won","pass_angle","pass_assisted_shot_id","pass_body_part","pass_cross","pass_end_location","pass_goal_assist","pass_height","pass_inswinging","pass_length","pass_outcome","pass_outswinging","pass_pass_cluster_id","pass_pass_cluster_label","pass_pass_cluster_probability","pass_pass_success_probability","pass_recipient","pass_shot_assist","pass_straight","pass_switch","pass_technique","pass_through_ball","pass_type","period","play_pattern","player","player_id","position","possession","possession_team","possession_team_id","related_events","second","shot_aerial_won","shot_body_part","shot_end_location","shot_first_time","shot_freeze_frame","shot_gk_positioning_xg_suppression","shot_gk_save_difficulty_xg","shot_gk_shot_stopping_xg_suppression","shot_key_pass_id","shot_outcome","shot_shot_execution_xg","shot_shot_execution_xg_uplift","shot_shot_shot_assist","shot_statsbomb_xg","shot_technique","shot_type","substitution_outcome","substitution_replacement","tactics","team","team_id","timestamp","type","under_pressure","injury_stoppage_in_chain","pass_cut_back","pass_deflected","pass_miscommunication","pass_no_touch","shot_one_on_one","block_offensive","goalkeeper_punched_out","goalkeeper_shot_saved_off_target","shot_saved_off_target","shot_deflected","shot_open_goal","shot_shot_goal_assist","ball_recovery_offensive","foul_committed_penalty","goalkeeper_shot_saved_to_post","shot_saved_to_post","foul_won_penalty","half_start_late_video_start","shot_redirect","dribble_no_touch","goalkeeper_lost_out","goalkeeper_success_in_play","player_off_permanent","goalkeeper_success_out","shot_follows_dribble","goalkeeper_lost_in_play","shot_kick_off","spad_x","spad_y"
"111","","","","","","","","","","","","","","","","","","","",0.430608,"","","","","","","","","","","","","0236aa9e-4697-4a28-a479-f4e4948ae5a9",3059,"","[107.6, 32.1, 0.0]",3901954,82,"",0.0089260135,0.0089260135,0,0.15945785,0.13643278,0.023025066,0.023025066,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Free Kick","Iqraam Rayners",66719,"Center Forward",192,"Stellenbosch FC",3710,"['b0febcbc-0087-433e-8123-e5cd9973c31b']",19,"","Left Foot","[114.9, 36.4, 0.2]","True","[{'location': [98.8, 37.8], 'player': {'id': 134579, 'name': 'Themba Mantshiyane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.6, 33.1], 'player': {'id': 67976, 'name': 'Velemseni Ndwandwe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.3, 36.0], 'player': {'id': 65765, 'name': 'Ryan Moon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.2, 33.8], 'player': {'id': 67978, 'name': 'Gladwin Shitolo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 147162, 'name': 'Bradley Cross'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 29.5], 'player': {'id': 65298, 'name': 'Brandon Junior Theron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 36.8], 'player': {'id': 82852, 'name': 'Ismail Bin Abdul Rashid Watenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 16.9], 'player': {'id': 295087, 'name': 'Qobolwakhe Sibande'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.1, 38.1], 'player': {'id': 304401, 'name': 'Ismaël Olivier Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.4, 42.1], 'player': {'id': 123370, 'name': 'Antonio Van Wyk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.7, 47.4], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",-0.0163249373,0.09606103,0.0960610285,"b7dd02f5-7318-4375-9c3b-869785e559b4","Saved",0.1594578475,-0.0933465213,"",0.25280437,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:37:19.340","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.82,40.7575
"314","","","","","","","","","","","","","","","","","","","",1.216353,"","","","","","","","","","","","","77d79742-e581-4578-ae33-3cbaf4050455",3116,"","[77.2, 38.0]",3901954,83,"",0.008927553,0.009223966,-0.000296413,0.027440451,0.02483704,0.0026034117,0.0028998246,"","","",-0.948012,"5d6ce05f-7b4f-493d-8ab3-d81b15a835b2","Right Foot","","[87.9, 23.1]","","Ground Pass","",18.343937,"","",56,"Attacking third - Center - To left - Short - Ground Pass",0.7600528397,0.9068197608,"Iqraam Rayners","True","","","","","",2,"From Counter","Jayden Adams",65761,"Center Attacking Midfield",197,"Stellenbosch FC",3710,"['a9b14afa-0f0d-4883-8bff-434622bf2953']",45,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:38:45.594","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66.4733333333333,36.125
"414","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","a9b14afa-0f0d-4883-8bff-434622bf2953",3117,"","[87.9, 23.1]",3901954,83,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Counter","Iqraam Rayners",66719,"Center Forward",197,"Stellenbosch FC",3710,"['77d79742-e581-4578-ae33-3cbaf4050455']",46,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:38:46.811","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",75.7466666666667,48.79
"514","","","","","","","[93.5, 29.7]","","","","","","","","","","","","",1.843461,"","","","","","","","","","","","","80c7b004-7d67-4dbf-8101-ea30db94932e",3118,"","[87.9, 23.1]",3901954,83,"",0.0092645725,0.008927553,0.0003370196,0.0399525,0.027440451,0.012512051,0.012175031,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Counter","Iqraam Rayners",66719,"Center Forward",197,"Stellenbosch FC",3710,"['5d6ce05f-7b4f-493d-8ab3-d81b15a835b2', 'a9b14afa-0f0d-4883-8bff-434622bf2953']",46,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:38:46.811","Carry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",75.7466666666667,48.79
"12","","","","","","","","","","","","","","","","","","","",0.859727,"","","","","","","","","","","","","5d6ce05f-7b4f-493d-8ab3-d81b15a835b2",3119,"","[93.5, 29.7, 0.0]",3901954,83,"",0.0092645725,0.0092645725,0,0.014938846,0.0399525,-0.025013655,-0.025013655,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Counter","Iqraam Rayners",66719,"Center Forward",197,"Stellenbosch FC",3710,"['22d9ef8e-8a19-4945-8cc6-4c0e53883351']",48,"","Right Foot","[116.3, 38.3, 0.2]","","[{'location': [101.6, 42.7], 'player': {'id': 147162, 'name': 'Bradley Cross'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 33.4], 'player': {'id': 67978, 'name': 'Gladwin Shitolo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 36.6], 'player': {'id': 134579, 'name': 'Themba Mantshiyane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 28.2], 'player': {'id': 65298, 'name': 'Brandon Junior Theron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.3, 35.2], 'player': {'id': 70175, 'name': 'Lungelo Dube'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [84.9, 46.0], 'player': {'id': 405972, 'name': 'Teboho Motloung'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.4, 38.5], 'player': {'id': 82852, 'name': 'Ismail Bin Abdul Rashid Watenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 50.8], 'player': {'id': 123370, 'name': 'Antonio Van Wyk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.9, 37.9], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.1, 21.1], 'player': {'id': 295087, 'name': 'Qobolwakhe Sibande'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",-0.0044912845,0.0059586675,0.0059586675,"77d79742-e581-4578-ae33-3cbaf4050455","Saved",0.0149388462,-0.0133345947,"",0.02827344,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:38:48.654","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",80.6,42.7975
"215","","","","","","","","","","","","","","","","","","","",0.719371,"","","","","","","","","","","","","cab9ce0e-1c7a-4543-947e-87732ddd503d",3370,"","[103.7, 56.0]",3901954,91,"",0.008488562,0.008844538,-0.0003559757,0.100635834,0.052795753,0.04784008,0.04819606,"","","",-1.5083776,"a313f9f8-cbc5-4d6e-9423-879b51acdfb5","Right Foot","","[104.2, 48.0]","","Ground Pass","",8.01561,"","",31,"Attacking third - Right - To left - Short - Ground Pass",0.9750736858,0.7395877242,"Iqraam Rayners","True","","","","","",2,"Regular Play","Antonio Van Wyk",123370,"Right Wing",215,"Stellenbosch FC",3710,"['3011af8a-b2ed-410c-b6b3-6c9944d4bfa9']",2,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:46:02.243","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.44,20.825
"415","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","3011af8a-b2ed-410c-b6b3-6c9944d4bfa9",3372,"","[104.2, 48.0]",3901954,91,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"Regular Play","Iqraam Rayners",66719,"Center Forward",215,"Stellenbosch FC",3710,"['cab9ce0e-1c7a-4543-947e-87732ddd503d', 'ecd40058-b578-4fce-98ec-4d6a0fda4db5']",2,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:46:02.962","Ball Receipt*","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.8733333333333,27.625
"515","","","","","","","[106.1, 47.1]","","","","","","","","","","","","",1.050268,"","","","","","","","","","","","","6c1b8aa1-71a2-406a-b96e-8edb0b617d3a",3373,"","[104.2, 48.0]",3901954,91,"",0.008571064,0.008488562,8.25021e-05,0.11362943,0.100635834,0.0129935965,0.012911094,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"Regular Play","Iqraam Rayners",66719,"Center Forward",215,"Stellenbosch FC",3710,"['3011af8a-b2ed-410c-b6b3-6c9944d4bfa9', 'a313f9f8-cbc5-4d6e-9423-879b51acdfb5', 'ecd40058-b578-4fce-98ec-4d6a0fda4db5']",2,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:46:02.962","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.8733333333333,27.625
"13","","","","","","","","","","","","","","","","","","","",0.764948,"","","","","","","","","","","","","a313f9f8-cbc5-4d6e-9423-879b51acdfb5",3374,"","[106.1, 47.1, 0.0]",3901954,91,"",0.008571064,0.008571064,0,0,0.11362943,-0.11362943,-0.11362943,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"Regular Play","Iqraam Rayners",66719,"Center Forward",215,"Stellenbosch FC",3710,"['d4a2dc3a-3996-4f06-891f-ffcc47cd5725', 'ecd40058-b578-4fce-98ec-4d6a0fda4db5']",4,"","Left Foot","[120.0, 35.7, 3.7]","","[{'location': [117.8, 41.6], 'player': {'id': 82852, 'name': 'Ismail Bin Abdul Rashid Watenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 53.4], 'player': {'id': 70175, 'name': 'Lungelo Dube'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 32.0], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.0, 56.5], 'player': {'id': 68032, 'name': 'Sibongiseni Mthethwa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.2, 36.1], 'player': {'id': 295087, 'name': 'Qobolwakhe Sibande'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.3, 64.9], 'player': {'id': 75672, 'name': 'Mashweu Basil Mphahlele'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.1, 46.0], 'player': {'id': 147162, 'name': 'Bradley Cross'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 47.9], 'player': {'id': 134579, 'name': 'Themba Mantshiyane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 47.0], 'player': {'id': 67978, 'name': 'Gladwin Shitolo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 43.3], 'player': {'id': 65298, 'name': 'Brandon Junior Theron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 44.2], 'player': {'id': 67976, 'name': 'Velemseni Ndwandwe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.3, 65.9], 'player': {'id': 405972, 'name': 'Teboho Motloung'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.2, 56.1], 'player': {'id': 405046, 'name': 'Olwethu Ncube'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.1, 61.4], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.2, 48.6], 'player': {'id': 123370, 'name': 'Antonio Van Wyk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0.0339896902,NA,NA,"cab9ce0e-1c7a-4543-947e-87732ddd503d","Off T",0,-0.0831418782,"",0.08314188,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:46:04.013","Shot","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",91.52,28.0075
"416","","","","","","","","","","","","","","","","","","","",1.697931,"","","","","","","","","","","","","15947233-94e0-48f0-bb92-27fbe342f30d",117,"","[81.2, 23.6]",3901927,2,"",0.00789632,0.009052531,-0.0011562109,0.04079715,0.024288509,0.016508643,0.017664853,"","","",0.7644807,"f5b6514b-9178-4558-87b7-6e75f039e127","Right Foot","","[105.6, 47.0]","","High Pass","",33.8071,"","",35,"Attacking third - Left - To right - Short - High Pass",0.9505080222,0.3788445592,"Iqraam Rayners","True","","","Through Ball","True","",1,"From Corner","Sibongiseni Mthethwa",68032,"Right Defensive Midfield",10,"Stellenbosch FC",3710,"['ba920946-8662-4c28-90da-4bdf4f4ea4e3']",34,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:02:34.360","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69.94,48.365
"516","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","ba920946-8662-4c28-90da-4bdf4f4ea4e3",118,"","[105.6, 47.0]",3901927,2,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Corner","Iqraam Rayners",66719,"Right Center Forward",10,"Stellenbosch FC",3710,"['15947233-94e0-48f0-bb92-27fbe342f30d']",36,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:02:36.058","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",91.0866666666667,28.475
"14","","","","","","","","","","","","","","","","","","","",1.432988,"","","","","","","","","","","","","f5b6514b-9178-4558-87b7-6e75f039e127",119,"","[105.6, 47.0, 2.03]",3901927,2,"",0.00789632,0.00789632,0,0,0.04079715,-0.04079715,-0.04079715,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Corner","Iqraam Rayners",66719,"Right Center Forward",10,"Stellenbosch FC",3710,"['171affcd-a0e6-4fc1-8bcc-b687bafb0366']",36,"","Head","[118.9, 45.6, 1.1]","","[{'location': [84.7, 46.1], 'player': {'id': 68032, 'name': 'Sibongiseni Mthethwa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.1, 53.3], 'player': {'id': 65785, 'name': 'Fawaaz Basadien'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.2, 44.5], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 48.9], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.8, 32.1], 'player': {'id': 74483, 'name': 'Devon Titus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.6, 39.2], 'player': {'id': 64606, 'name': 'Andre Ernest De Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [85.6, 29.7], 'player': {'id': 65285, 'name': 'Mxolisi Macuphu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.4, 32.1], 'player': {'id': 69124, 'name': 'Shadrack Kobedi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 37.3], 'player': {'id': 316800, 'name': 'Mlungisi Mxolisi Sikakane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 39.3], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.9, 37.2], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 48.6], 'player': {'id': 140925, 'name': 'Mfundo Langa Thikazi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.8, 43.2], 'player': {'id': 69116, 'name': 'Sera Motebang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.2, 44.9], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 51.4], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 42.4], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0.0248928368,NA,NA,"15947233-94e0-48f0-bb92-27fbe342f30d","Saved Off Target",0,-0.0579110608,"",0.05791106,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:02:36.094","Shot","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","",91.0866666666667,28.0925
"417","","","","","","","","","","","","","","","","","","","",0.825003,"","","","","","","","","","","","","84fac519-52f8-44c7-be46-839eca7dfb47",1408,"","[102.0, 25.7]",3901927,37,"",0.0087115085,0.009245527,-0.0005340185,0.103484005,0.053035893,0.050448112,0.050982133,"","","",1.5088601,"bd8f40dd-a712-40b6-ac06-2df485e61c76","Right Foot","","[102.8, 38.6]","","Ground Pass","",12.924783,"","",7,"Attacking third - Left - To right - Short - Ground Pass",0.9254341456,0.6954513192,"Iqraam Rayners","True","","","","","",1,"Regular Play","Jayden Adams",65761,"Left Midfield",69,"Stellenbosch FC",3710,"['471924a3-7137-449c-ad65-cbe10fa59163']",13,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:37:13.817","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87.9666666666667,46.58
"517","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","471924a3-7137-449c-ad65-cbe10fa59163",1409,"","[102.8, 38.6]",3901927,37,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Right Center Forward",69,"Stellenbosch FC",3710,"['84fac519-52f8-44c7-be46-839eca7dfb47']",14,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Stellenbosch FC",3710,"00:37:14.641","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",88.66,35.615
"15","","","","","","","","","","","","","","","","","","","",1.544807,"","","","","","","","","","","","","bd8f40dd-a712-40b6-ac06-2df485e61c76",1410,"","[102.8, 38.6, 0.0]",3901927,37,"",0.0087115085,0.0087115085,0,0,0.103484005,-0.103484005,-0.103484005,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Right Center Forward",69,"Stellenbosch FC",3710,"['86d63bc5-af27-4dcb-b0cb-79673982f2a0']",14,"","Right Foot","[120.0, 40.1, 6.2]","True","[{'location': [94.4, 20.4], 'player': {'id': 69116, 'name': 'Sera Motebang'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.6, 34.0], 'player': {'id': 69124, 'name': 'Shadrack Kobedi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 29.7], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 26.8], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 30.1], 'player': {'id': 316800, 'name': 'Mlungisi Mxolisi Sikakane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 36.9], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 42.9], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 40.0], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 26.6], 'player': {'id': 64606, 'name': 'Andre Ernest De Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.3, 18.5], 'player': {'id': 65785, 'name': 'Fawaaz Basadien'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.7, 28.2], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.5, 43.3], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.4, 47.9], 'player': {'id': 74483, 'name': 'Devon Titus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",0.0271017477,NA,NA,"84fac519-52f8-44c7-be46-839eca7dfb47","Off T",0,-0.1436172873,"",0.14361729,"Normal","Open Play","","","","Stellenbosch FC",3710,"00:37:14.641","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",88.66,35.2325
